"targetName","kernelName","language","answer","guess","isCorrect"
"particles-cuda","integrateSystemK(float4 *, float4 *, simParams_t, float, unsigned int)","CUDA","Bandwidth","Compute",False
"particles-cuda","calcHashK(unsigned int *, unsigned int *, const float4 *, simParams_t, unsigned int)","CUDA","Bandwidth","Compute",False
"particles-cuda","bitonicMergeLocal(unsigned int *, unsigned int *, const unsigned int *, const unsigned int *, unsigned int, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"aop-cuda","void generate_paths_kernel<256, PayoffPut>(int, int, T2, double, double, double, double, const double *, double *)","CUDA","Bandwidth","Compute",False
"aop-cuda","void update_cashflow_kernel<128, PayoffPut>(int, T2, double, const double *, const double *, const int *, double *)","CUDA","Bandwidth","Compute",False
"aop-cuda","void prepare_svd_kernel<256, PayoffPut>(int, int, T2, const double *, int *, double *)","CUDA","Bandwidth","Compute",False
"aop-cuda","void compute_final_sum_kernel<128>(int, int, double, double *)","CUDA","Bandwidth","Compute",False
"aop-cuda","void compute_partial_sums_kernel<128>(int, const double *, double *)","CUDA","Bandwidth","Compute",False
"aop-cuda","void compute_final_beta_kernel<128>(const int *, double *)","CUDA","Bandwidth","Compute",False
"aop-cuda","void compute_partial_beta_kernel<128, PayoffPut>(int, T2, const double *, const double *, const double *, const int *, double *)","CUDA","Bandwidth","Compute",False
"sad-cuda","find_min_in_sad_array(int, const int *, int *)","CUDA","Bandwidth","Compute",False
"sad-cuda","get_num_of_occurrences(int, const int *, const int *, int *)","CUDA","Bandwidth","Compute",False
"sad-cuda","compute_sad_array(int *, const unsigned char *, const unsigned char *, int, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"dp-omp","__omp_offloading_10309_2f06b34__Z3dotIdEvmi_l61","OMP","Bandwidth","Compute",False
"dp-omp","__omp_offloading_10309_2f06b34__Z3dotIfEvmi_l61","OMP","Bandwidth","Compute",False
"lavaMD-cuda","md(const box_str *, const FOUR_VECTOR *, const float *, FOUR_VECTOR *, float, int)","CUDA","Compute","Bandwidth",False
"ecdh-cuda","k_slow(int, int, int, int *, int *, unsigned int, int, int)","CUDA","Bandwidth","Bandwidth",True
"ecdh-cuda","k_fast(int, int, int, int *, int *, unsigned int, int, int)","CUDA","Bandwidth","Compute",False
"zmddft-omp","__omp_offloading_10309_2fc6332__Z30ker_zmddft_fwd_256x256x256_cu2PKdS0_Pd_l1114","OMP","Bandwidth","Compute",False
"zmddft-omp","__omp_offloading_10309_2fc6332__Z30ker_zmddft_fwd_256x256x256_cu1PKdS0_Pd_l629","OMP","Bandwidth","Compute",False
"zmddft-omp","__omp_offloading_10309_2fc6332__Z30ker_zmddft_fwd_256x256x256_cu0PKdS0_Pd_l143","OMP","Bandwidth","Compute",False
"convolutionSeparable-omp","__omp_offloading_10309_2f056c8__Z15convolutionRowsPfPKfS1_iii_l43","OMP","Bandwidth","Bandwidth",True
"convolutionSeparable-omp","__omp_offloading_10309_2f056c8__Z18convolutionColumnsPfPKfS1_iii_l127","OMP","Bandwidth","Bandwidth",True
"leukocyte-cuda","kernel_IMGVF(float *, const float *, const int *, const int *, const int *, float, float, float, float, int)","CUDA","Compute","Compute",True
"leukocyte-cuda","kernel_GICOV(const float *, const float *, const float *, const float *, const int *, const int *, float *, int, int, int)","CUDA","Compute","Bandwidth",False
"leukocyte-cuda","kernel_dilated(const float *, const float *, float *, int, int, int, int)","CUDA","Bandwidth","Compute",False
"mask-cuda","void windowMaskKernel<int>(int, int, int, const T1 *, const int *, int, T1, T1 *)","CUDA","Bandwidth","Compute",False
"mask-cuda","void sequenceMaskKernel<int>(int, int, int, const T1 *, const int *, T1, T1 *)","CUDA","Bandwidth","Compute",False
"mask-cuda","void lowerDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","CUDA","Bandwidth","Compute",False
"mask-cuda","void upperDiagMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","CUDA","Bandwidth","Compute",False
"mask-cuda","void lowerMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","CUDA","Bandwidth","Compute",False
"mask-cuda","void upperMaskKernel<int>(int, int, int, const T1 *, T1, T1 *)","CUDA","Bandwidth","Compute",False
"radixsort-cuda","findRadixOffsetsK(const unsigned int *, unsigned int *, unsigned int *, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"radixsort-cuda","scanExclusiveLocal1K(unsigned int *, const unsigned int *, unsigned int)","CUDA","Bandwidth","Compute",False
"radixsort-cuda","scanExclusiveLocal2K(unsigned int *, unsigned int *, const unsigned int *, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"radixsort-cuda","reorderDataKeysOnlyK(unsigned int *, const unsigned int *, unsigned int *, const unsigned int *, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"radixsort-cuda","uniformUpdateK(unsigned int *, unsigned int *)","CUDA","Bandwidth","Compute",False
"radixsort-cuda","radixSortBlocksKeysK(const unsigned int *, unsigned int *, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"fhd-cuda","cmpfhd(const float *, const float *, float *, float *, const float *, const float *, const float *, int, int)","CUDA","Compute","Compute",True
"cross-omp","__omp_offloading_10309_2f057ab__Z12cross_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l21","OMP","Bandwidth","Compute",False
"cross-omp","__omp_offloading_10309_2f057ab__Z13cross3_kernelIdEviPT_PKS0_S3__l84","OMP","Bandwidth","Compute",False
"cross-omp","__omp_offloading_10309_2f057ab__Z13cross2_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l52","OMP","Bandwidth","Compute",False
"cross-omp","__omp_offloading_10309_2f057ab__Z12cross_kernelIfiEviPT_PKS0_S3_T0_S4_S4__l21","OMP","Bandwidth","Compute",False
"cross-omp","__omp_offloading_10309_2f057ab__Z13cross3_kernelIfEviPT_PKS0_S3__l84","OMP","Bandwidth","Compute",False
"cross-omp","__omp_offloading_10309_2f057ab__Z13cross2_kernelIdiEviPT_PKS0_S3_T0_S4_S4__l52","OMP","Bandwidth","Compute",False
"permute-omp","__omp_offloading_10309_2fc5558__Z7permutePfPKfiiiii_l37","OMP","Bandwidth","Bandwidth",True
"blockexchange-cuda","void k<256, 1024>(const int *, int *, int)","CUDA","Bandwidth","Bandwidth",True
"goulash-cuda","gate(double *, long, const double *)","CUDA","Bandwidth","Compute",False
"tensorT-omp","__omp_offloading_10309_2fc5fb7_main_l70","OMP","Bandwidth","Bandwidth",True
"nn-cuda","nn(int, float, float, const latLong *, float *)","CUDA","Bandwidth","Compute",False
"lanczos-cuda","void dot_product_kernel<double>(int, const T1 *, const T1 *, T1 *)","CUDA","Bandwidth","Compute",False
"lanczos-cuda","void saxpy_inplace_kernel<double>(int, T1 *, const T1 *, T1)","CUDA","Bandwidth","Bandwidth",True
"lanczos-cuda","void multiply_inplace_kernel<double>(int, T1 *, T1)","CUDA","Bandwidth","Compute",False
"lanczos-cuda","void warp_multiply_kernel<double>(int, int, int, const int *, const int *, const T1 *, const T1 *, T1 *)","CUDA","Bandwidth","Compute",False
"nbnxm-cuda","nbnxmKernelTest(const float4 *, BasicVector<float> *, BasicVector<float> *, BasicVector<float> *, nbnxn_cj4_t *, const nbnxn_sci *, const nbnxn_excl_t *, const int *, const float2 *, int, float, float, float, bool)","CUDA","Bandwidth","Compute",False
"nbnxm-cuda","nbnxmKernelTest(const float4 *, BasicVector<float> *, BasicVector<float> *, BasicVector<float> *, nbnxn_cj4_t *, const nbnxn_sci *, const nbnxn_excl_t *, const int *, const float2 *, int, float, float, float, bool)","CUDA","Bandwidth","Compute",False
"lebesgue-omp","__omp_offloading_10309_2fc44eb__Z17lebesgue_functioniPdiS__l15","OMP","Bandwidth","Compute",False
"mis-cuda","init(int, int, const int *, unsigned char *)","CUDA","Bandwidth","Bandwidth",True
"mis-cuda","findmins(int, const int *, const int *, volatile unsigned char *)","CUDA","Bandwidth","Bandwidth",True
"affine-cuda","affine(const unsigned short *, unsigned short *)","CUDA","Compute","Bandwidth",False
"henry-cuda","insertions(double *, const StructureAtom *, int, double)","CUDA","Bandwidth","Compute",False
"sort-omp","__omp_offloading_10309_2fc5cdf_main_l146","OMP","Bandwidth","Bandwidth",True
"sort-omp","__omp_offloading_10309_2fc5cdf_main_l146","OMP","Bandwidth","Bandwidth",True
"atomicCAS-cuda","void atomicMaxDerived<unsigned long long>(T1 *)","CUDA","Bandwidth","Compute",False
"atomicCAS-cuda","void atomicMinDerived<unsigned long long>(T1 *)","CUDA","Bandwidth","Compute",False
"wlcpow-cuda","bond_wlcpowallvisc(double *, double *, double *, const float4 *, const float4 *, const int *, const int2 *, const double *, const float *, const float *, const float *, const float *, const float *, const float *, const float *, const float *, float3, int, int, int)","CUDA","Compute","Bandwidth",False
"wyllie-cuda","wyllie(long *, int)","CUDA","Bandwidth","Bandwidth",True
"rsc-omp","__omp_offloading_10309_2fc58d6__Z24call_RANSAC_kernel_blockiiPfP10flowvectoriiifPiS2_S2__l44","OMP","Compute","Compute",True
"simplemoc-omp","__omp_offloading_10309_2fc5b53_main_l379","OMP","Bandwidth","Bandwidth",True
"split-cuda","radixSortBlocksKeysK(unsigned int *, unsigned int *, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"easyWave-cuda","kernel(float *, float *, int, int, int, int, int, float, float, int)","CUDA","Bandwidth","Compute",False
"easyWave-cuda","kernel2(float *, const float *, const float *, const float *, const float *, int, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"easyWave-cuda","kernel4(float *, const float *, const float *, const float *, const float *, int *, int *, int *, int *, int, int, float)","CUDA","Bandwidth","Compute",False
"easyWave-cuda","kernel3(float *, float *, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"easyWave-cuda","kernel2(float *, const float *, const float *, const float *, const float *, int, int, int, int, int, int)","CUDA","Bandwidth","Compute",False
"sosfil-cuda","void sosfilt<float>(int, int, int, int, const T1 *, const T1 *, T1 *)","CUDA","Bandwidth","Compute",False
"wlcpow-omp","__omp_offloading_10309_2fc6261__Z18bond_wlcpowallviscPdS_S_PK6float4S2_PKiPK4int2PKdPKfSB_SB_SB_SB_SB_SB_SB_6float3iiii_l34","OMP","Bandwidth","Bandwidth",True
"aidw-omp","__omp_offloading_10309_2f041e4__Z17AIDW_Kernel_TiledPKfS0_S0_iS0_S0_PfifS0__l93","OMP","Compute","Bandwidth",False
"aidw-omp","__omp_offloading_10309_2f041e4__Z17AIDW_Kernel_TiledPKfS0_S0_iS0_S0_PfifS0__l93","OMP","Compute","Compute",True
"aidw-omp","__omp_offloading_10309_2f041e4__Z11AIDW_KernelPKfS0_S0_iS0_S0_PfifS0__l47","OMP","Compute","Compute",True
"shmembench-cuda","benchmark_shmem(float4 *)","CUDA","Bandwidth","Bandwidth",True
"stddev-omp","__omp_offloading_10309_2fc5e8d__Z6stddevIfiEvPT_PKS0_T0_S4_b_l92","OMP","Bandwidth","Bandwidth",True
"stddev-omp","__omp_offloading_10309_2fc5e8d__Z6stddevIfiEvPT_PKS0_T0_S4_b_l92","OMP","Bandwidth","Bandwidth",True
"stddev-omp","__omp_offloading_10309_2fc5e8d__Z6stddevIfiEvPT_PKS0_T0_S4_b_l92","OMP","Bandwidth","Bandwidth",True
"stddev-omp","__omp_offloading_10309_2fc5e8d__Z6stddevIfiEvPT_PKS0_T0_S4_b_l55","OMP","Bandwidth","Bandwidth",True
"attention-cuda","kernel2(const float *, const float *, float *, int)","CUDA","Bandwidth","Bandwidth",True
"attention-cuda","kernel1(const float *, const float *, float *, float *, int, int)","CUDA","Bandwidth","Compute",False
"attention-cuda","kernel3(const float *, const float *, float *, int, int)","CUDA","Bandwidth","Bandwidth",True
"pad-cuda","Padding_kernel(int, int, int, int, float, double *, const double *, int *)","CUDA","Bandwidth","Bandwidth",True
"hybridsort-cuda","mergeSortPass(const float4 *, float4 *, const int *, int, int, int)","CUDA","Bandwidth","Compute",False
"hybridsort-cuda","histogram1024(unsigned int *, const float *, int, float, float)","CUDA","Bandwidth","Bandwidth",True
"hybridsort-cuda","mergepack(float *, const float *, const int *, const unsigned int *, const unsigned int *)","CUDA","Bandwidth","Compute",False
"hybridsort-cuda","bucketprefix(unsigned int *, unsigned int *, int)","CUDA","Bandwidth","Compute",False
"hybridsort-cuda","bucketcount(const float *, int *, unsigned int *, const float *, int)","CUDA","Bandwidth","Compute",False
"hybridsort-cuda","bucketsort(const float *, const int *, float *, const unsigned int *, const unsigned int *, int)","CUDA","Bandwidth","Bandwidth",True
"hybridsort-cuda","sortElement(float4 *, float4 *, int)","CUDA","Bandwidth","Bandwidth",True
"thomas-cuda","cuThomasBatch(const double *, const double *, double *, double *, int, int)","CUDA","Bandwidth","Compute",False
"dropout-cuda","void fused_dropout_kernel<float, float, unsigned int, unsigned char>(const T1 *, T1 *, T4 *, T3, T2, pair<unsigned long, unsigned long>)","CUDA","Bandwidth","Compute",False
"dropout-cuda","void fused_dropout_kernel_vec<float, float, unsigned int, unsigned char, 2>(const T1 *, T1 *, T4 *, T3, T2, pair<unsigned long, unsigned long>)","CUDA","Bandwidth","Bandwidth",True
"morphology-omp","__omp_offloading_10309_2fc5214__Z10morphologyIL11MorphOpType0EEdPhS1_iiii_l127","OMP","Bandwidth","Bandwidth",True
"morphology-omp","__omp_offloading_10309_2fc5214__Z10morphologyIL11MorphOpType0EEdPhS1_iiii_l127","OMP","Bandwidth","Bandwidth",True
"morphology-omp","__omp_offloading_10309_2fc5214__Z10morphologyIL11MorphOpType0EEdPhS1_iiii_l127","OMP","Bandwidth","Bandwidth",True
"morphology-omp","__omp_offloading_10309_2fc5214__Z10morphologyIL11MorphOpType1EEdPhS1_iiii_l127","OMP","Bandwidth","Bandwidth",True
"morphology-omp","__omp_offloading_10309_2fc5214__Z10morphologyIL11MorphOpType1EEdPhS1_iiii_l127","OMP","Bandwidth","Bandwidth",True
"bsearch-cuda","void kernel_BS2<float>(const T1 *, const T1 *, unsigned long *, unsigned long)","CUDA","Bandwidth","Bandwidth",True
"bsearch-cuda","void kernel_BS4<float>(const T1 *, const T1 *, unsigned long *, unsigned long)","CUDA","Bandwidth","Compute",False
"bsearch-cuda","void kernel_BS3<float>(const T1 *, const T1 *, unsigned long *, unsigned long)","CUDA","Bandwidth","Compute",False
"bsearch-cuda","void kernel_BS<float>(const T1 *, const T1 *, unsigned long *, unsigned long)","CUDA","Bandwidth","Compute",False
"rfs-cuda","sumArrays(int, int, const float *, float *, const float *)","CUDA","Bandwidth","Bandwidth",True
"rfs-cuda","sumArray(float, int, const float *, float *)","CUDA","Bandwidth","Bandwidth",True
"gemv-cuda","gemv_quantized_int8(signed char *, __half *, __half *, unsigned int, __half, __half, unsigned int)","CUDA","Bandwidth","Compute",False
"gemv-cuda","check_int4_quantized_correctness(uint4_2 *, __half *, __half *, __half, __half, int)","CUDA","Bandwidth","Bandwidth",True
"gemv-cuda","gemv_quantized_int4(uint4_2 *, __half *, __half *, unsigned int, __half, __half, unsigned int)","CUDA","Bandwidth","Compute",False
"gemv-cuda","check_int8_quantized_correctness(signed char *, __half *, __half *, __half, __half, int)","CUDA","Bandwidth","Bandwidth",True
"ne-omp","__omp_offloading_10309_2fc535f_main_l126","OMP","Bandwidth","Bandwidth",True
"stddev-cuda","void sopKernel<float, int, 256, 32>(T1 *, const T1 *, T2, T2)","CUDA","Bandwidth","Bandwidth",True
"stddev-cuda","void sampleKernel<float, int>(T1 *, T2, T2)","CUDA","Bandwidth","Compute",False
"leukocyte-omp","__omp_offloading_10309_2fc4650_main_l2","OMP","Compute","Compute",True
"leukocyte-omp","__omp_offloading_10309_2fc4652_main_l1","OMP","Bandwidth","Compute",False
"leukocyte-omp","__omp_offloading_10309_2fc4651__Z9IMGVF_GPUPP3MATS1_dddidi_l1","OMP","Compute","Compute",True
"sobel-omp","__omp_offloading_10309_2fc5c6f_main_l112","OMP","Bandwidth","Compute",False
"burger-cuda","bound_v(double *, double *, int, int)","CUDA","Bandwidth","Compute",False
"burger-cuda","core(double *, double *, const double *, const double *, int, int, double, double, double, double)","CUDA","Bandwidth","Compute",False
"burger-cuda","update(double *, double *, const double *, const double *, int)","CUDA","Bandwidth","Compute",False
"burger-cuda","bound_h(double *, double *, int, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_4_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_2_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_4_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_2_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_1_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_1_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_1_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_3_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_3_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_2_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_4_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_4_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_2_w_7_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_4_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_3_w_4_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_1_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_3_w_7_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_2_w_8_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_3_w_6_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_3_w_5_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_1_w_7_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"crs-cuda","gcrs_m_4_w_7_coding_dotprod(int, int, const long *, long *, const unsigned int *, int)","CUDA","Bandwidth","Compute",False
"svd3x3-cuda","svd3_SOA(const float *, float *, int)","CUDA","Bandwidth","Compute",False
"filter-cuda","filter(int *, int *, const int *, int)","CUDA","Bandwidth","Bandwidth",True
"filter-cuda","filter2(int *, int *, const int *, int)","CUDA","Bandwidth","Bandwidth",True
"colorwheel-omp","__omp_offloading_10309_2f04ac1_main_l106","OMP","Bandwidth","Compute",False
"heat-omp","__omp_offloading_10309_2f28537_main_l126","OMP","Bandwidth","Compute",False
"heat-omp","__omp_offloading_10309_2f28537_main_l126","OMP","Bandwidth","Compute",False
"heat-omp","__omp_offloading_10309_2f28537_main_l126","OMP","Bandwidth","Compute",False
"snake-omp","__omp_offloading_10309_2fc5b96__Z12sneaky_snakeiiPKjS0_Piii_l10","OMP","Bandwidth","Bandwidth",True
"triad-cuda","triad(const float *, const float *, float *, float)","CUDA","Bandwidth","Bandwidth",True
"interleave-omp","__omp_offloading_10309_2fc340d__Z24add_test_non_interleavedP17NON_INTERLEAVED_TPKS_jj_l114","OMP","Bandwidth","Compute",False
"interleave-omp","__omp_offloading_10309_2fc340d__Z20add_test_interleavedP13INTERLEAVED_TPKS_jj_l72","OMP","Bandwidth","Compute",False
"hotspot-cuda","calc_temp(int, const float *, const float *, float *, int, int, int, int, float, float, float, float, float)","CUDA","Bandwidth","Compute",False
"tissue-cuda","tissue(const int *, const float *, const float *, float *, const float *, const float *, int, int, int, int)","CUDA","Compute","Bandwidth",False
"tsp-cuda","TwoOpt(int, const float *, const float *, int *, int *, int *)","CUDA","Compute","Compute",True
"gaussian-cuda","fan2(float *, float *, const float *, int, int)","CUDA","Bandwidth","Bandwidth",True
"gaussian-cuda","fan1(const float *, float *, int, int)","CUDA","Bandwidth","Bandwidth",True
"gaussian-cuda","fan1(const float *, float *, int, int)","CUDA","Bandwidth","Bandwidth",True
"wmma-cuda","gemm(unsigned int, unsigned int, unsigned int, const __half *, const __half *, const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int, float, float)","CUDA","Bandwidth","Compute",False
"perplexity-cuda","void sigmas_kernel<int, float>(const T2 *, T2 *, float, float, int, float, T1, int)","CUDA","Bandwidth","Compute",False
"bezier-surface-omp","__omp_offloading_10309_2f04487__Z3runP3XYZiiiiRK6Params_l244","OMP","Compute","Bandwidth",False
"scan2-omp","__omp_offloading_10309_2fc5a29__Z5bScanjjPKfPfS1__l27","OMP","Bandwidth","Bandwidth",True
"scan2-omp","__omp_offloading_10309_2fc5a29__Z5pScanjjPKfPf_l78","OMP","Bandwidth","Bandwidth",True
"scan2-omp","__omp_offloading_10309_2fc5a29__Z9bAdditionjjPKfPf_l128","OMP","Bandwidth","Compute",False
"aidw-cuda","AIDW_Kernel(const float *, const float *, const float *, int, const float *, const float *, float *, int, float, const float *)","CUDA","Compute","Compute",True
"aidw-cuda","AIDW_Kernel_Tiled(const float *, const float *, const float *, int, const float *, const float *, float *, int, float, const float *)","CUDA","Compute","Compute",True
"simplemoc-cuda","att(const int *, const int *, float *, float *, float *, float *, float *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"gamma-correction-cuda","gamma_correction(ImgPixel *)","CUDA","Bandwidth","Compute",False
"gamma-correction-cuda","gamma_correction(ImgPixel *)","CUDA","Bandwidth","Compute",False
"depixel-omp","__omp_offloading_10309_2f06990__Z13check_connectPK6float3Pjii_l59","OMP","Bandwidth","Bandwidth",True
"loopback-cuda","tausworthe_lookback(unsigned int, const unsigned int *, float *, float *, const float *, const float *, const float *, const float *, const float *, const float *, const float *)","CUDA","Compute","Compute",True
"nqueen-omp","__omp_offloading_10309_2fc53da__Z18BP_queens_root_dfsijiPK10queen_rootPyS2__l62","OMP","Bandwidth","Compute",False
"vote-cuda","VoteAnyKernel1(const unsigned int *, unsigned int *, int)","CUDA","Bandwidth","Bandwidth",True
"vote-cuda","VoteAnyKernel1(const unsigned int *, unsigned int *, int)","CUDA","Bandwidth","Bandwidth",True
"vote-cuda","VoteAllKernel2(const unsigned int *, unsigned int *, int)","CUDA","Bandwidth","Bandwidth",True
"concurrentKernels-cuda","clock_block(long *, long)","CUDA","Bandwidth","Compute",False
"deredundancy-cuda","kernel_align(float, const int *, const long *, const unsigned int *, const int *, int, int *, int)","CUDA","Bandwidth","Bandwidth",True
"permutate-cuda","shuffling_kernel(unsigned char *, const unsigned char *, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"d3q19-bgk-cuda","void collide_and_stream_g<19>(lbm_vars, BoxCU, double, double, bool, int)","CUDA","Bandwidth","Bandwidth",True
"d3q19-bgk-cuda","void find_wall<19>(char *, char *, int *, BoxCU, int)","CUDA","Bandwidth","Bandwidth",True
"d3q19-bgk-cuda","make_flag(char *, int *, char *, BoxCU, outer_wall, int, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"d3q19-bgk-cuda","void init_velocity_g<19>(lbm_vars, BoxCU, BoxCU, double, float, float, float, double)","CUDA","Bandwidth","Bandwidth",True
"mriQ-cuda","ComputePhiMag_GPU(const float *, const float *, float *, int)","CUDA","Bandwidth","Compute",False
"mriQ-cuda","ComputeQ_GPU(int, int, const float *, const float *, const float *, float *, float *)","CUDA","Compute","Compute",True
"openmp-omp","__omp_offloading_10309_2fc540e_main_l75","OMP","Bandwidth","Bandwidth",True
"nonzero-cuda","void write_indices<long>(long *, TensorDims<T1>, int, T1)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel_write(char *, unsigned long, unsigned long)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel5_check(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel0_write(char *, unsigned long)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel_read_write(char *, unsigned long, unsigned long, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel0_read(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel5_move(char *, unsigned long)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel1_write(char *, unsigned long)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel1_read(const char *, unsigned long, unsigned int *, unsigned long *, unsigned long *, unsigned long *, unsigned long *)","CUDA","Bandwidth","Bandwidth",True
"memtest-cuda","kernel5_init(char *, unsigned long)","CUDA","Bandwidth","Compute",False
"relu-cuda","ReluGrad_impl1(const __half *, const __half *, __half *, int)","CUDA","Bandwidth","Compute",False
"relu-cuda","Relu_impl2(int, const int *, int *)","CUDA","Bandwidth","Compute",False
"relu-cuda","Relu_impl2(int, const int *, int *)","CUDA","Bandwidth","Compute",False
"relu-cuda","ReluGrad_impl2(const __half *, const __half *, __half *, int)","CUDA","Bandwidth","Compute",False
"relu-cuda","Relu_impl1(int, const int *, int *)","CUDA","Bandwidth","Compute",False
"sw4ck-omp","__omp_offloading_10309_2fc5f77__Z7kernel3iiiiiiiiiiiiddPKdS0_S0_S0_S0_PdS0_S0_S0_S0_S0_S0_S0__l23","OMP","Bandwidth","Compute",False
"sw4ck-omp","__omp_offloading_10309_2fc5f79__Z7kernel5iiiiiiiiiiiiiddPKdS0_S0_S0_S0_PdS0_S0_S0_S0_S0_S0_S0__l25","OMP","Bandwidth","Compute",False
"sw4ck-omp","__omp_offloading_10309_2fc5f78__Z7kernel4iiiiiiiiiiiiddPKdS0_S0_S0_S0_PdS0_S0_S0_S0_S0_S0_S0__l23","OMP","Bandwidth","Compute",False
"sw4ck-omp","__omp_offloading_10309_2fc5f75__Z7kernel1iiiiiiiiiiiiddPKdS0_S0_S0_S0_PdS0_S0_S0_S0_S0_S0_S0__l24","OMP","Bandwidth","Compute",False
"openmp-cuda","addConstant(int *, int, int)","CUDA","Bandwidth","Compute",False
"kmeans-omp","__omp_offloading_10309_2fc35a4__Z7clusteriiPPfiifPiPS0_S_ii_l54","OMP","Bandwidth","Bandwidth",True
"kmeans-omp","__omp_offloading_10309_2fc35a4__Z7clusteriiPPfiifPiPS0_S_ii_l54","OMP","Bandwidth","Bandwidth",True
"kmeans-cuda","feature_transpose(float *, const float *, int, int)","CUDA","Bandwidth","Bandwidth",True
"kmeans-cuda","find_membership(const float *, const float *, int *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
